cor	gene	rank
0.012	perm	4100
0.012	perm	4101
0.012	perm	4102
0.012	perm	4103
0.012	perm	4104
0.012	perm	4105
0.012	perm	4106
0.012	perm	4107
0.012	perm	4108
0.012	perm	4109
0.012	perm	4110
0.012	perm	4111
0.012	perm	4112
0.012	perm	4113
0.012	perm	4114
0.012	perm	4115
0.012	perm	4116
0.012	perm	4117
0.012	perm	4118
0.012	perm	4119
0.012	perm	4120
0.012	perm	4121
0.012	perm	4122
0.012	perm	4123
0.012	perm	4124
0.012	perm	4125
0.012	perm	4126
0.012	perm	4127
0.012	perm	4128
0.012	perm	4129
0.012	perm	4130
0.012	perm	4131
0.012	perm	4132
0.012	perm	4133
0.012	perm	4134
0.012	perm	4135
0.012	perm	4136
0.012	perm	4137
0.012	perm	4138
0.012	perm	4139
0.012	perm	4140
0.012	perm	4141
0.012	perm	4142
0.012	perm	4143
0.012	perm	4144
0.012	perm	4145
0.012	perm	4146
0.012	perm	4147
0.012	perm	4148
0.012	perm	4149
0.012	perm	4150
0.012	perm	4151
0.012	perm	4152
0.012	perm	4153
0.012	perm	4154
0.012	perm	4155
0.012	perm	4156
0.012	perm	4157
0.012	perm	4158
0.012	perm	4159
0.012	perm	4160
0.012	perm	4161
0.012	perm	4162
0.012	perm	4163
0.012	perm	4164
0.012	perm	4165
0.012	perm	4166
0.012	perm	4167
0.012	perm	4168
0.012	perm	4169
0.012	perm	4170
0.012	perm	4171
0.012	perm	4172
0.012	perm	4173
0.012	perm	4174
0.012	perm	4175
0.012	perm	4176
0.012	perm	4177
0.012	perm	4178
0.012	perm	4179
0.012	perm	4180
0.011	perm	4181
0.011	perm	4182
0.011	perm	4183
0.011	perm	4184
0.011	perm	4185
0.011	perm	4186
0.011	perm	4187
0.011	perm	4188
0.011	perm	4189
0.011	perm	4190
0.011	perm	4191
0.011	perm	4192
0.011	perm	4193
0.011	perm	4194
0.011	perm	4195
0.011	perm	4196
0.011	perm	4197
0.011	perm	4198
0.011	perm	4199
0.011	perm	4200
0.011	perm	4201
0.011	perm	4202
0.011	perm	4203
0.011	perm	4204
0.011	perm	4205
0.011	perm	4206
0.011	perm	4207
0.011	perm	4208
0.011	perm	4209
0.011	perm	4210
0.011	perm	4211
0.011	perm	4212
0.011	perm	4213
0.011	perm	4214
0.011	perm	4215
0.011	perm	4216
0.011	perm	4217
0.011	perm	4218
0.011	perm	4219
0.011	perm	4220
0.011	perm	4221
0.011	perm	4222
0.011	perm	4223
0.011	perm	4224
0.011	perm	4225
0.011	perm	4226
0.011	perm	4227
0.011	perm	4228
0.011	perm	4229
0.011	perm	4230
0.011	perm	4231
0.011	perm	4232
0.011	perm	4233
0.011	perm	4234
0.011	perm	4235
0.011	perm	4236
0.011	perm	4237
0.011	perm	4238
0.011	perm	4239
0.011	perm	4240
0.011	perm	4241
0.011	perm	4242
0.011	perm	4243
0.011	perm	4244
0.011	perm	4245
0.011	perm	4246
0.011	perm	4247
0.011	perm	4248
0.011	perm	4249
0.011	perm	4250
0.011	perm	4251
0.011	perm	4252
0.011	perm	4253
0.011	perm	4254
0.011	perm	4255
0.011	perm	4256
0.011	perm	4257
0.011	perm	4258
0.011	perm	4259
0.011	perm	4260
0.011	perm	4261
0.011	perm	4262
0.011	perm	4263
0.011	perm	4264
0.011	perm	4265
0.011	perm	4266
0.011	perm	4267
0.011	perm	4268
0.011	perm	4269
0.011	perm	4270
0.011	perm	4271
0.011	perm	4272
0.011	perm	4273
0.011	perm	4274
0.011	perm	4275
0.011	perm	4276
0.011	perm	4277
0.011	perm	4278
0.011	perm	4279
0.011	perm	4280
0.011	perm	4281
0.011	perm	4282
0.011	perm	4283
0.011	perm	4284
0.011	perm	4285
0.011	perm	4286
0.011	perm	4287
0.011	perm	4288
0.011	perm	4289
0.011	perm	4290
0.011	perm	4291
0.011	perm	4292
0.011	perm	4293
0.011	perm	4294
0.011	perm	4295
0.011	perm	4296
0.011	perm	4297
0.011	perm	4298
0.011	perm	4299
0.011	perm	4300
0.011	perm	4301
0.011	perm	4302
0.011	perm	4303
0.011	perm	4304
0.011	perm	4305
0.011	perm	4306
0.011	perm	4307
0.011	perm	4308
0.011	perm	4309
0.011	perm	4310
0.011	perm	4311
0.011	perm	4312
0.011	perm	4313
0.011	perm	4314
0.011	perm	4315
0.011	perm	4316
0.011	perm	4317
0.011	perm	4318
0.011	perm	4319
0.011	perm	4320
0.011	perm	4321
0.011	perm	4322
0.011	perm	4323
0.011	perm	4324
0.011	perm	4325
0.011	perm	4326
0.011	perm	4327
0.011	perm	4328
0.011	perm	4329
0.011	perm	4330
0.011	perm	4331
0.011	perm	4332
0.011	perm	4333
0.011	perm	4334
0.011	perm	4335
0.011	perm	4336
0.011	perm	4337
0.011	perm	4338
0.011	perm	4339
0.011	perm	4340
0.011	perm	4341
0.011	perm	4342
0.011	perm	4343
0.011	perm	4344
0.011	perm	4345
0.011	perm	4346
0.011	perm	4347
0.011	perm	4348
0.011	perm	4349
0.011	perm	4350
0.011	perm	4351
0.011	perm	4352
0.011	perm	4353
0.011	perm	4354
0.011	perm	4355
0.011	perm	4356
0.011	perm	4357
0.011	perm	4358
0.011	perm	4359
0.011	perm	4360
0.011	perm	4361
0.011	perm	4362
0.011	perm	4363
0.011	perm	4364
0.011	perm	4365
0.011	perm	4366
0.011	perm	4367
0.011	perm	4368
0.011	perm	4369
0.011	perm	4370
0.011	perm	4371
0.011	perm	4372
0.011	perm	4373
0.011	perm	4374
0.011	perm	4375
0.011	perm	4376
0.011	perm	4377
0.011	perm	4378
0.011	perm	4379
0.011	perm	4380
0.011	perm	4381
0.011	perm	4382
0.011	perm	4383
0.011	perm	4384
0.011	perm	4385
0.011	perm	4386
0.011	perm	4387
0.011	perm	4388
0.011	perm	4389
0.011	perm	4390
0.011	perm	4391
0.011	perm	4392
0.01	perm	4393
0.01	perm	4394
0.01	perm	4395
0.01	perm	4396
0.01	perm	4397
0.01	perm	4398
0.01	perm	4399
0.01	perm	4400
0.01	perm	4401
0.01	perm	4402
0.01	perm	4403
0.01	perm	4404
0.01	perm	4405
0.01	perm	4406
0.01	perm	4407
0.01	perm	4408
0.01	perm	4409
0.01	perm	4410
0.01	perm	4411
0.01	perm	4412
0.01	perm	4413
0.01	perm	4414
0.01	perm	4415
0.01	perm	4416
0.01	perm	4417
0.01	perm	4418
0.01	perm	4419
0.01	perm	4420
0.01	perm	4421
0.01	perm	4422
0.01	perm	4423
0.01	perm	4424
0.01	perm	4425
0.01	perm	4426
0.01	perm	4427
0.01	perm	4428
0.01	perm	4429
0.01	perm	4430
0.01	perm	4431
0.01	perm	4432
0.01	perm	4433
0.01	perm	4434
0.01	perm	4435
0.01	perm	4436
0.01	perm	4437
0.01	perm	4438
0.01	perm	4439
0.01	perm	4440
0.01	perm	4441
0.01	perm	4442
0.01	perm	4443
0.01	perm	4444
0.01	perm	4445
0.01	perm	4446
0.01	perm	4447
0.01	perm	4448
0.01	perm	4449
0.01	perm	4450
0.01	perm	4451
0.01	perm	4452
0.01	perm	4453
0.01	perm	4454
0.01	perm	4455
0.01	perm	4456
0.01	perm	4457
0.01	perm	4458
0.01	perm	4459
0.01	perm	4460
0.01	perm	4461
0.01	perm	4462
0.01	perm	4463
0.01	perm	4464
0.01	perm	4465
0.01	perm	4466
0.01	perm	4467
0.01	perm	4468
0.01	perm	4469
0.01	perm	4470
0.01	perm	4471
0.01	perm	4472
0.01	perm	4473
0.01	perm	4474
0.01	perm	4475
0.01	perm	4476
0.01	perm	4477
0.01	perm	4478
0.01	perm	4479
0.01	perm	4480
0.01	perm	4481
0.01	perm	4482
0.01	perm	4483
0.01	perm	4484
0.01	perm	4485
0.01	perm	4486
0.01	perm	4487
0.01	perm	4488
0.01	perm	4489
0.01	perm	4490
0.01	perm	4491
0.01	perm	4492
0.01	perm	4493
0.01	perm	4494
0.01	perm	4495
0.01	perm	4496
0.01	perm	4497
0.01	perm	4498
0.01	perm	4499
0.01	perm	4500
0.01	perm	4501
0.01	perm	4502
0.01	perm	4503
0.01	perm	4504
0.01	perm	4505
0.01	perm	4506
0.01	perm	4507
0.01	perm	4508
0.01	perm	4509
0.01	perm	4510
0.01	perm	4511
0.01	perm	4512
0.01	perm	4513
0.01	perm	4514
0.01	perm	4515
0.01	perm	4516
0.01	perm	4517
0.01	perm	4518
0.01	perm	4519
0.01	perm	4520
0.01	perm	4521
0.01	perm	4522
0.01	perm	4523
0.01	perm	4524
0.01	perm	4525
0.01	perm	4526
0.01	perm	4527
0.01	perm	4528
0.01	perm	4529
0.01	perm	4530
0.01	perm	4531
0.01	perm	4532
0.01	perm	4533
0.01	perm	4534
0.01	perm	4535
0.01	perm	4536
0.01	perm	4537
0.01	perm	4538
0.01	perm	4539
0.01	perm	4540
0.01	perm	4541
0.01	perm	4542
0.01	perm	4543
0.01	perm	4544
0.01	perm	4545
0.01	perm	4546
0.01	perm	4547
0.01	perm	4548
0.01	perm	4549
0.01	perm	4550
0.01	perm	4551
0.01	perm	4552
0.01	perm	4553
0.01	perm	4554
0.01	perm	4555
0.01	perm	4556
0.01	perm	4557
0.01	perm	4558
0.01	perm	4559
0.01	perm	4560
0.01	perm	4561
0.01	perm	4562
0.01	perm	4563
0.01	perm	4564
0.01	perm	4565
0.01	perm	4566
0.01	perm	4567
0.01	perm	4568
0.01	perm	4569
0.01	perm	4570
0.01	perm	4571
0.01	perm	4572
0.01	perm	4573
0.01	perm	4574
0.01	perm	4575
0.01	perm	4576
0.01	perm	4577
0.01	perm	4578
0.01	perm	4579
0.01	perm	4580
0.01	perm	4581
0.01	perm	4582
0.01	perm	4583
0.01	perm	4584
0.01	perm	4585
0.01	perm	4586
0.01	perm	4587
0.01	perm	4588
0.01	perm	4589
0.01	perm	4590
0.01	perm	4591
0.01	perm	4592
0.01	perm	4593
0.01	perm	4594
0.01	perm	4595
0.01	perm	4596
0.01	perm	4597
0.01	perm	4598
0.01	perm	4599
0.01	perm	4600
0.01	perm	4601
0.01	perm	4602
0.01	perm	4603
0.01	perm	4604
0.01	perm	4605
0.01	perm	4606
0.01	perm	4607
0.01	perm	4608
0.01	perm	4609
0.01	perm	4610
0.01	perm	4611
0.01	perm	4612
0.01	perm	4613
0.01	perm	4614
0.01	perm	4615
0.01	perm	4616
0.01	perm	4617
0.01	perm	4618
0.01	perm	4619
0.01	perm	4620
0.01	perm	4621
0.01	perm	4622
0.01	perm	4623
0.01	perm	4624
0.01	perm	4625
0.01	perm	4626
0.01	perm	4627
0.01	perm	4628
0.01	perm	4629
0.01	perm	4630
0.01	perm	4631
0.01	perm	4632
0.01	perm	4633
0.01	perm	4634
0.01	perm	4635
0.01	perm	4636
0.01	perm	4637
0.01	perm	4638
0.009	perm	4639
0.009	perm	4640
0.009	perm	4641
0.009	perm	4642
0.009	perm	4643
0.009	perm	4644
0.009	perm	4645
0.009	perm	4646
0.009	perm	4647
0.009	perm	4648
0.009	perm	4649
0.009	perm	4650
0.009	perm	4651
0.009	perm	4652
0.009	perm	4653
0.009	perm	4654
0.009	perm	4655
0.009	perm	4656
0.009	perm	4657
0.009	perm	4658
0.009	perm	4659
0.009	perm	4660
0.009	perm	4661
0.009	perm	4662
0.009	perm	4663
0.009	perm	4664
0.009	perm	4665
0.009	perm	4666
0.009	perm	4667
0.009	perm	4668
0.009	perm	4669
0.009	perm	4670
0.009	perm	4671
0.009	perm	4672
0.009	perm	4673
0.009	perm	4674
0.009	perm	4675
0.009	perm	4676
0.009	perm	4677
0.009	perm	4678
0.009	perm	4679
0.009	perm	4680
0.009	perm	4681
0.009	perm	4682
0.009	perm	4683
0.009	perm	4684
0.009	perm	4685
0.009	perm	4686
0.009	perm	4687
0.009	perm	4688
0.009	perm	4689
0.009	perm	4690
0.009	perm	4691
0.009	perm	4692
0.009	perm	4693
0.009	perm	4694
0.009	perm	4695
0.009	perm	4696
0.009	perm	4697
0.009	perm	4698
0.009	perm	4699
0.009	perm	4700
0.009	perm	4701
0.009	perm	4702
0.009	perm	4703
0.009	perm	4704
0.009	perm	4705
0.009	perm	4706
0.009	perm	4707
0.009	perm	4708
0.009	perm	4709
0.009	perm	4710
0.009	perm	4711
0.009	perm	4712
0.009	perm	4713
0.009	perm	4714
0.009	perm	4715
0.009	perm	4716
0.009	perm	4717
0.009	perm	4718
0.009	perm	4719
0.009	perm	4720
0.009	perm	4721
0.009	perm	4722
0.009	perm	4723
0.009	perm	4724
0.009	perm	4725
0.009	perm	4726
0.009	perm	4727
0.009	perm	4728
0.009	perm	4729
0.009	perm	4730
0.009	perm	4731
0.009	perm	4732
0.009	perm	4733
0.009	perm	4734
0.009	perm	4735
0.009	perm	4736
0.009	perm	4737
0.009	perm	4738
0.009	perm	4739
0.009	perm	4740
0.009	perm	4741
0.009	perm	4742
0.009	perm	4743
0.009	perm	4744
0.009	perm	4745
0.009	perm	4746
0.009	perm	4747
0.009	perm	4748
0.009	perm	4749
0.009	perm	4750
0.009	perm	4751
0.009	perm	4752
0.009	perm	4753
0.009	perm	4754
0.009	perm	4755
0.009	perm	4756
0.009	perm	4757
0.009	perm	4758
0.009	perm	4759
0.009	perm	4760
0.009	perm	4761
0.009	perm	4762
0.009	perm	4763
0.009	perm	4764
0.009	perm	4765
0.009	perm	4766
0.009	perm	4767
0.009	perm	4768
0.009	perm	4769
0.009	perm	4770
0.009	perm	4771
0.009	perm	4772
0.009	perm	4773
0.009	perm	4774
0.009	perm	4775
0.009	perm	4776
0.009	perm	4777
0.009	perm	4778
0.009	perm	4779
0.009	perm	4780
0.009	perm	4781
0.009	perm	4782
0.009	perm	4783
0.009	perm	4784
0.009	perm	4785
0.009	perm	4786
0.009	perm	4787
0.009	perm	4788
0.009	perm	4789
0.009	perm	4790
0.009	perm	4791
0.009	perm	4792
0.009	perm	4793
0.009	perm	4794
0.009	perm	4795
0.009	perm	4796
0.009	perm	4797
0.009	perm	4798
0.009	perm	4799
0.009	perm	4800
0.009	perm	4801
0.009	perm	4802
0.009	perm	4803
0.009	perm	4804
0.009	perm	4805
0.009	perm	4806
0.009	perm	4807
0.009	perm	4808
0.009	perm	4809
0.009	perm	4810
0.009	perm	4811
0.009	perm	4812
0.009	perm	4813
0.009	perm	4814
0.009	perm	4815
0.009	perm	4816
0.009	perm	4817
0.009	perm	4818
0.009	perm	4819
0.009	perm	4820
0.009	perm	4821
0.009	perm	4822
0.009	perm	4823
0.009	perm	4824
0.009	perm	4825
0.009	perm	4826
0.009	perm	4827
0.009	perm	4828
0.009	perm	4829
0.009	perm	4830
0.009	perm	4831
0.009	perm	4832
0.009	perm	4833
0.009	perm	4834
0.009	perm	4835
0.009	perm	4836
0.009	perm	4837
0.009	perm	4838
0.009	perm	4839
0.009	perm	4840
0.009	perm	4841
0.009	perm	4842
0.009	perm	4843
0.009	perm	4844
0.009	perm	4845
0.009	perm	4846
0.009	perm	4847
0.009	perm	4848
0.009	perm	4849
0.009	perm	4850
0.009	perm	4851
0.009	perm	4852
0.009	perm	4853
0.009	perm	4854
0.009	perm	4855
0.009	perm	4856
0.009	perm	4857
0.009	perm	4858
0.009	perm	4859
0.009	perm	4860
0.009	perm	4861
0.008	perm	4862
0.008	perm	4863
0.008	perm	4864
0.008	perm	4865
0.008	perm	4866
0.008	perm	4867
0.008	perm	4868
0.008	perm	4869
0.008	perm	4870
0.008	perm	4871
0.008	perm	4872
0.008	perm	4873
0.008	perm	4874
0.008	perm	4875
0.008	perm	4876
0.008	perm	4877
0.008	perm	4878
0.008	perm	4879
0.008	perm	4880
0.008	perm	4881
0.008	perm	4882
0.008	perm	4883
0.008	perm	4884
0.008	perm	4885
0.008	perm	4886
0.008	perm	4887
0.008	perm	4888
0.008	perm	4889
0.008	perm	4890
0.008	perm	4891
0.008	perm	4892
0.008	perm	4893
0.008	perm	4894
0.008	perm	4895
0.008	perm	4896
0.008	perm	4897
0.008	perm	4898
0.008	perm	4899
0.008	perm	4900
0.008	perm	4901
0.008	perm	4902
0.008	perm	4903
0.008	perm	4904
0.008	perm	4905
0.008	perm	4906
0.008	perm	4907
0.008	perm	4908
0.008	perm	4909
0.008	perm	4910
0.008	perm	4911
0.008	perm	4912
0.008	perm	4913
0.008	perm	4914
0.008	perm	4915
0.008	perm	4916
0.008	perm	4917
0.008	perm	4918
0.008	perm	4919
0.008	perm	4920
0.008	perm	4921
0.008	perm	4922
0.008	perm	4923
0.008	perm	4924
0.008	perm	4925
0.008	perm	4926
0.008	perm	4927
0.008	perm	4928
0.008	perm	4929
0.008	perm	4930
0.008	perm	4931
0.008	perm	4932
0.008	perm	4933
0.008	perm	4934
0.008	perm	4935
0.008	perm	4936
0.008	perm	4937
0.008	perm	4938
0.008	perm	4939
0.008	perm	4940
0.008	perm	4941
0.008	perm	4942
0.008	perm	4943
0.008	perm	4944
0.008	perm	4945
0.008	perm	4946
0.008	perm	4947
0.008	perm	4948
0.008	perm	4949
0.008	perm	4950
0.008	perm	4951
0.008	perm	4952
0.008	perm	4953
0.008	perm	4954
0.008	perm	4955
0.008	perm	4956
0.008	perm	4957
0.008	perm	4958
0.008	perm	4959
0.008	perm	4960
0.008	perm	4961
0.008	perm	4962
0.008	perm	4963
0.008	perm	4964
0.008	perm	4965
0.008	perm	4966
0.008	perm	4967
0.008	perm	4968
0.008	perm	4969
0.008	perm	4970
0.008	perm	4971
0.008	perm	4972
0.008	perm	4973
0.008	perm	4974
0.008	perm	4975
0.008	perm	4976
0.008	perm	4977
0.008	perm	4978
0.008	perm	4979
0.008	perm	4980
0.008	perm	4981
0.008	perm	4982
0.008	perm	4983
0.008	perm	4984
0.008	perm	4985
0.008	perm	4986
0.008	perm	4987
0.008	perm	4988
0.008	perm	4989
0.008	perm	4990
0.008	perm	4991
0.008	perm	4992
0.008	perm	4993
0.008	perm	4994
0.008	perm	4995
0.008	perm	4996
0.008	perm	4997
0.008	perm	4998
0.008	perm	4999
0.008	perm	5000
0.008	perm	5001
0.008	perm	5002
0.008	perm	5003
0.008	perm	5004
0.008	perm	5005
0.008	perm	5006
0.008	perm	5007
0.008	perm	5008
0.008	perm	5009
0.008	perm	5010
0.008	perm	5011
0.008	perm	5012
0.008	perm	5013
0.008	perm	5014
0.008	perm	5015
0.008	perm	5016
0.008	perm	5017
0.008	perm	5018
0.008	perm	5019
0.008	perm	5020
0.008	perm	5021
0.008	perm	5022
0.008	perm	5023
0.008	perm	5024
0.008	perm	5025
0.008	perm	5026
0.008	perm	5027
0.008	perm	5028
0.008	perm	5029
0.008	perm	5030
0.008	perm	5031
0.008	perm	5032
0.008	perm	5033
0.008	perm	5034
0.008	perm	5035
0.008	perm	5036
0.008	perm	5037
0.008	perm	5038
0.008	perm	5039
0.008	perm	5040
0.008	perm	5041
0.008	perm	5042
0.008	perm	5043
0.008	perm	5044
0.008	perm	5045
0.008	perm	5046
0.008	perm	5047
0.008	perm	5048
0.008	perm	5049
0.008	perm	5050
0.008	perm	5051
0.008	perm	5052
0.008	perm	5053
0.008	perm	5054
0.008	perm	5055
0.008	perm	5056
0.008	perm	5057
0.008	perm	5058
0.008	perm	5059
0.008	perm	5060
0.008	perm	5061
0.008	perm	5062
0.008	perm	5063
0.008	perm	5064
0.008	perm	5065
0.008	perm	5066
0.008	perm	5067
0.008	perm	5068
0.008	perm	5069
0.008	perm	5070
0.008	perm	5071
0.008	perm	5072
0.008	perm	5073
0.008	perm	5074
0.008	perm	5075
0.008	perm	5076
0.008	perm	5077
0.008	perm	5078
0.008	perm	5079
0.008	perm	5080
0.008	perm	5081
0.008	perm	5082
0.008	perm	5083
0.008	perm	5084
0.008	perm	5085
0.008	perm	5086
0.008	perm	5087
0.008	perm	5088
0.008	perm	5089
0.008	perm	5090
0.008	perm	5091
0.008	perm	5092
0.008	perm	5093
0.007	perm	5094
0.007	perm	5095
0.007	perm	5096
0.007	perm	5097
0.007	perm	5098
0.007	perm	5099
0.007	perm	5100
0.007	perm	5101
0.007	perm	5102
0.007	perm	5103
0.007	perm	5104
0.007	perm	5105
0.007	perm	5106
0.007	perm	5107
0.007	perm	5108
0.007	perm	5109
0.007	perm	5110
0.007	perm	5111
0.007	perm	5112
0.007	perm	5113
0.007	perm	5114
0.007	perm	5115
0.007	perm	5116
0.007	perm	5117
0.007	perm	5118
0.007	perm	5119
0.007	perm	5120
0.007	perm	5121
0.007	perm	5122
0.007	perm	5123
0.007	perm	5124
0.007	perm	5125
0.007	perm	5126
0.007	perm	5127
0.007	perm	5128
0.007	perm	5129
0.007	perm	5130
0.007	perm	5131
0.007	perm	5132
0.007	perm	5133
0.007	perm	5134
0.007	perm	5135
0.007	perm	5136
0.007	perm	5137
0.007	perm	5138
0.007	perm	5139
0.007	perm	5140
0.007	perm	5141
0.007	perm	5142
0.007	perm	5143
0.007	perm	5144
0.007	perm	5145
0.007	perm	5146
0.007	perm	5147
0.007	perm	5148
0.007	perm	5149
0.007	perm	5150
0.007	perm	5151
0.007	perm	5152
0.007	perm	5153
0.007	perm	5154
0.007	perm	5155
0.007	perm	5156
0.007	perm	5157
0.007	perm	5158
0.007	perm	5159
0.007	perm	5160
0.007	perm	5161
0.007	perm	5162
0.007	perm	5163
0.007	perm	5164
0.007	perm	5165
0.007	perm	5166
0.007	perm	5167
0.007	perm	5168
0.007	perm	5169
0.007	perm	5170
0.007	perm	5171
0.007	perm	5172
0.007	perm	5173
0.007	perm	5174
0.007	perm	5175
0.007	perm	5176
0.007	perm	5177
0.007	perm	5178
0.007	perm	5179
0.007	perm	5180
0.007	perm	5181
0.007	perm	5182
0.007	perm	5183
0.007	perm	5184
0.007	perm	5185
0.007	perm	5186
0.007	perm	5187
0.007	perm	5188
0.007	perm	5189
0.007	perm	5190
0.007	perm	5191
0.007	perm	5192
0.007	perm	5193
0.007	perm	5194
0.007	perm	5195
0.007	perm	5196
0.007	perm	5197
0.007	perm	5198
0.007	perm	5199
0.007	perm	5200
0.007	perm	5201
0.007	perm	5202
0.007	perm	5203
0.007	perm	5204
0.007	perm	5205
0.007	perm	5206
0.007	perm	5207
0.007	perm	5208
0.007	perm	5209
0.007	perm	5210
0.007	perm	5211
0.007	perm	5212
0.007	perm	5213
0.007	perm	5214
0.007	perm	5215
0.007	perm	5216
0.007	perm	5217
0.007	perm	5218
0.007	perm	5219
0.007	perm	5220
0.007	perm	5221
0.007	perm	5222
0.007	perm	5223
0.007	perm	5224
0.007	perm	5225
0.007	perm	5226
0.007	perm	5227
0.007	perm	5228
0.007	perm	5229
0.007	perm	5230
0.007	perm	5231
0.007	perm	5232
0.007	perm	5233
0.007	perm	5234
0.007	perm	5235
0.007	perm	5236
0.007	perm	5237
0.007	perm	5238
0.007	perm	5239
0.007	perm	5240
0.007	perm	5241
0.007	perm	5242
0.007	perm	5243
0.007	perm	5244
0.007	perm	5245
0.007	perm	5246
0.007	perm	5247
0.007	perm	5248
0.007	perm	5249
0.007	perm	5250
0.007	perm	5251
0.007	perm	5252
0.007	perm	5253
0.007	perm	5254
0.007	perm	5255
0.007	perm	5256
0.007	perm	5257
0.007	perm	5258
0.007	perm	5259
0.007	perm	5260
0.007	perm	5261
0.007	perm	5262
0.007	perm	5263
0.007	perm	5264
0.007	perm	5265
0.007	perm	5266
0.007	perm	5267
0.007	perm	5268
0.007	perm	5269
0.007	perm	5270
0.007	perm	5271
0.007	perm	5272
0.007	perm	5273
0.007	perm	5274
0.007	perm	5275
0.007	perm	5276
0.007	perm	5277
0.007	perm	5278
0.007	perm	5279
0.007	perm	5280
0.007	perm	5281
0.007	perm	5282
0.007	perm	5283
0.007	perm	5284
0.007	perm	5285
0.007	perm	5286
0.007	perm	5287
0.007	perm	5288
0.007	perm	5289
0.007	perm	5290
0.007	perm	5291
0.007	perm	5292
0.007	perm	5293
0.007	perm	5294
0.007	perm	5295
0.007	perm	5296
0.007	perm	5297
0.007	perm	5298
0.007	perm	5299
0.007	perm	5300
0.007	perm	5301
0.007	perm	5302
0.007	perm	5303
0.007	perm	5304
0.007	perm	5305
0.007	perm	5306
0.007	perm	5307
0.007	perm	5308
0.007	perm	5309
0.007	perm	5310
0.007	perm	5311
0.007	perm	5312
0.007	perm	5313
0.007	perm	5314
0.007	perm	5315
0.007	perm	5316
0.007	perm	5317
0.007	perm	5318
0.007	perm	5319
0.007	perm	5320
0.007	perm	5321
0.007	perm	5322
0.007	perm	5323
0.007	perm	5324
0.007	perm	5325
0.007	perm	5326
0.007	perm	5327
0.007	perm	5328
0.007	perm	5329
0.007	perm	5330
0.007	perm	5331
0.007	perm	5332
0.007	perm	5333
0.007	perm	5334
0.007	perm	5335
0.007	perm	5336
0.007	perm	5337
0.007	perm	5338
0.007	perm	5339
0.007	perm	5340
0.007	perm	5341
0.007	perm	5342
0.007	perm	5343
0.007	perm	5344
0.007	perm	5345
0.007	perm	5346
0.007	perm	5347
0.007	perm	5348
0.007	perm	5349
0.007	perm	5350
0.007	perm	5351
0.007	perm	5352
0.007	perm	5353
0.007	perm	5354
0.007	perm	5355
0.007	perm	5356
0.007	perm	5357
0.007	perm	5358
0.007	perm	5359
0.007	perm	5360
0.007	perm	5361
0.007	perm	5362
0.007	perm	5363
0.007	perm	5364
0.007	perm	5365
0.007	perm	5366
0.007	perm	5367
0.007	perm	5368
0.007	perm	5369
0.007	perm	5370
0.007	perm	5371
0.007	perm	5372
0.007	perm	5373
0.007	perm	5374
0.007	perm	5375
0.007	perm	5376
0.007	perm	5377
0.007	perm	5378
0.007	perm	5379
0.007	perm	5380
0.007	perm	5381
0.007	perm	5382
0.007	perm	5383
0.007	perm	5384
0.007	perm	5385
0.007	perm	5386
0.007	perm	5387
0.006	perm	5388
0.006	perm	5389
0.006	perm	5390
0.006	perm	5391
0.006	perm	5392
0.006	perm	5393
0.006	perm	5394
0.006	perm	5395
0.006	perm	5396
0.006	perm	5397
0.006	perm	5398
0.006	perm	5399
0.006	perm	5400
0.006	perm	5401
0.006	perm	5402
0.006	perm	5403
0.006	perm	5404
0.006	perm	5405
0.006	perm	5406
0.006	perm	5407
0.006	perm	5408
0.006	perm	5409
0.006	perm	5410
0.006	perm	5411
0.006	perm	5412
0.006	perm	5413
0.006	perm	5414
0.006	perm	5415
0.006	perm	5416
0.006	perm	5417
0.006	perm	5418
0.006	perm	5419
0.006	perm	5420
0.006	perm	5421
0.006	perm	5422
0.006	perm	5423
0.006	perm	5424
0.006	perm	5425
0.006	perm	5426
0.006	perm	5427
0.006	perm	5428
0.006	perm	5429
0.006	perm	5430
0.006	perm	5431
0.006	perm	5432
0.006	perm	5433
0.006	perm	5434
0.006	perm	5435
0.006	perm	5436
0.006	perm	5437
0.006	perm	5438
0.006	perm	5439
0.006	perm	5440
0.006	perm	5441
0.006	perm	5442
0.006	perm	5443
0.006	perm	5444
0.006	perm	5445
0.006	perm	5446
0.006	perm	5447
0.006	perm	5448
0.006	perm	5449
0.006	perm	5450
0.006	perm	5451
0.006	perm	5452
0.006	perm	5453
0.006	perm	5454
0.006	perm	5455
0.006	perm	5456
0.006	perm	5457
0.006	perm	5458
0.006	perm	5459
0.006	perm	5460
0.006	perm	5461
0.006	perm	5462
0.006	perm	5463
0.006	perm	5464
0.006	perm	5465
0.006	perm	5466
0.006	perm	5467
0.006	perm	5468
0.006	perm	5469
0.006	perm	5470
0.006	perm	5471
0.006	perm	5472
0.006	perm	5473
0.006	perm	5474
0.006	perm	5475
0.006	perm	5476
0.006	perm	5477
0.006	perm	5478
0.006	perm	5479
0.006	perm	5480
0.006	perm	5481
0.006	perm	5482
0.006	perm	5483
0.006	perm	5484
0.006	perm	5485
0.006	perm	5486
0.006	perm	5487
0.006	perm	5488
0.006	perm	5489
0.006	perm	5490
0.006	perm	5491
0.006	perm	5492
0.006	perm	5493
0.006	perm	5494
0.006	perm	5495
0.006	perm	5496
0.006	perm	5497
0.006	perm	5498
