cor	gene
0.052	HSPA1A
0.052	TNXB
0.052	HLA-DQB1-AS1
0.052	CENPQ
0.052	PTPRK
0.052	STX7
0.052	IFNGR1
0.052	PCMT1
0.052	ULBP1
0.052	MALSU1
0.052	KBTBD2
0.052	CRCP
0.052	PSMC2
0.052	AASS
0.052	AC018638.7
0.052	AGBL3
0.052	ZNF212
0.052	ARSD
0.052	MOSPD2
0.052	USP11
0.052	KANTR
0.052	FAM120C
0.052	UBE2A
0.052	IRAK1
0.052	TUSC3
0.052	EIF4EBP1
0.052	DSCC1
0.052	TPM2
0.052	BICD2
0.052	ZNF367
0.052	C9orf147
0.052	TOLLIP
0.052	ARL14EP
0.052	SSRP1
0.052	IGHMBP2
0.052	KDM4D
0.052	VPS11
0.052	ITGB1
0.052	HECTD2
0.052	PCGF6
0.052	GSTO2
0.052	EMG1.1
0.052	AC048341.1
0.052	IFT81
0.052	SLC15A4
0.052	ATP12A
0.052	MTRF1
0.052	ARL11
0.052	VPS36
0.052	RBM26-AS1
0.052	LIG4
0.052	ATL1
0.052	ZNF770
0.052	JMJD7-PLA2G4B
0.052	SPATA5L1
0.052	AC090517.4
0.052	PARP6
0.052	RHCG
0.052	LINC01569
0.052	GDPD3
0.052	AC007336.1
0.052	GCSH
0.052	MNT
0.052	DVL2
0.052	NEURL4
0.052	DUSP3
0.052	HDAC5
0.052	MRPL10
0.052	C17orf80
0.052	FAM210A
0.052	ZNF532
0.052	NOP56
0.052	HCK
0.052	MYH7B
0.052	RTEL1
0.052	SPC24
0.052	ZNF627
0.052	PAK4
0.052	APOE
0.052	ZNF766
0.052	TRAPPC2B
0.052	ZNF324B
0.052	SNRPD3
0.052	SF3A1
0.052	PICK1
0.052	SETD4
0.052	U2AF1
0.051	BX284668.2
0.051	MINOS1
0.051	MACO1
0.051	RRAGC
0.051	AL357078.3
0.051	SCNM1
0.051	CD1C
0.051	AIDA
0.051	DEGS1
0.051	HADHA
0.051	OTOF
0.051	AC074117.1
0.051	MOB1A
0.051	METTL5
0.051	WDR75
0.051	AC007038.2
0.051	ANKRD28
0.051	NEK10
0.051	AC112211.1
0.051	EIF1B
0.051	ZNF619
0.051	KIF9-AS1
0.051	IP6K2
0.051	SMIM4
0.051	UBA3
0.051	IGSF11
0.051	MRPL3
0.051	XRN1
0.051	KCNAB1
0.051	PPM1L
0.051	MYNN
0.051	AL136360.2
0.051	PCDH7
0.051	COQ2
0.051	CCT5
0.051	AC010226.1
0.051	ZBED8
0.051	PHF1
0.051	BTBD9
0.051	MAD2L1BP
0.051	FILIP1
0.051	BCKDHB
0.051	TRAF3IP2
0.051	FAM184A
0.051	RPA3
0.051	FAM221A
0.051	HOXA1
0.051	AC006480.2
0.051	DNAJC30
0.051	ZNF655
0.051	EPHA1-AS1
0.051	OTUD5
0.051	TSPYL2
0.051	CLN8
0.051	AC016065.1
0.051	ACO1
0.051	C9orf85
0.051	CARNMT1
0.051	AMPD3
0.051	LIN7C
0.051	TMX2-CTNND1
0.051	PRCP
0.051	FUT4
0.051	ATM
0.051	RNF26
0.051	MARCH8
0.051	AL731563.3
0.051	NPM3
0.051	CRACR2A
0.051	NECAP1
0.051	C2CD5
0.051	DPY19L2
0.051	IFNG-AS1
0.051	TRAFD1
0.051	AC001226.2
0.051	AJUBA
0.051	ARHGAP5-AS1
0.051	PTGR2
0.051	MOAP1
0.051	SRP14-AS1
0.051	HAUS2
0.051	UBAP1L
0.051	ARHGAP17
0.051	RABEP2
0.051	TENT4B
0.051	ZNF319
0.051	AC137932.3
0.051	AC005726.1
0.051	TIAF1
0.051	EFCAB5
0.051	LRRC37B
0.051	HSD17B1
0.051	EXOC7
0.051	AFMID
0.051	CCDC102B
0.051	MROH8
0.051	SRSF6
0.051	AL121845.1
0.051	MADCAM1
0.051	PEX11G
0.051	ZNF426-DT
0.051	ZNF443
0.051	ADGRE5
0.051	BORCS8
0.051	ZNF260
0.051	CIC
0.051	IRF2BP1
0.051	NAT14
0.051	ZNF211
0.051	DERL3
0.051	C21orf91
0.051	IFNAR2
0.051	IL10RB
0.051	AP001062.1
0.05	C1orf216
0.05	EPS15
0.05	TM2D1
0.05	LRRC8D
0.05	CACYBP
0.05	FAM20B
0.05	RNPEP
0.05	EXOC8
0.05	NTPCR
0.05	CNST
0.05	EIF2AK2
0.05	CYP1B1-AS1
0.05	AC010883.1
0.05	FBXO41
0.05	DCTN1
0.05	DOK1
0.05	MRPS5
0.05	LINC00342
0.05	SLC20A1
0.05	AC112721.2
0.05	THUMPD3
0.05	HACL1
0.05	AC093010.2
0.05	TMCC1-AS1
0.05	ACTRT3
0.05	AC078802.1
0.05	CTBP1-AS
0.05	GRK4
0.05	RGS12
0.05	UGDH-AS1
0.05	HELQ
0.05	AC093827.5
0.05	CTSO
0.05	SMN1
0.05	ATP6AP1L
0.05	AL441883.1
0.05	NEU1
0.05	AGER
0.05	RPL7L1
0.05	MRPS18A
0.05	CENPW
0.05	COX19
0.05	ABCB5
0.05	KLHL7
0.05	YAE1D1
0.05	SPIN3
0.05	TCEAL1
0.05	UTP23
0.05	AL512625.2
0.05	NANS
0.05	MRPL41
0.05	PSMD13
0.05	PNPLA2
0.05	CHRNA10
0.05	TMEM9B-AS1
0.05	NUCB2
0.05	PRDX5
0.05	ZNF705E
0.05	AP001318.2
0.05	RBM17
0.05	REEP3
0.05	CCSER2
0.05	CEP55
0.05	CWF19L1
0.05	TWNK
0.05	AL160290.2
0.05	BCCIP
0.05	U47924.2
0.05	AC024257.3
0.05	METTL1
0.05	C12orf49
0.05	C12orf43
0.05	ARG2
0.05	GALK2
0.05	C16orf91
0.05	TMEM186
0.05	AC010401.1
0.05	REXO5
0.05	ITGAL
0.05	FTO
0.05	GINS3
0.05	PSKH1
0.05	TANGO6
0.05	TNFAIP1
0.05	AC015912.3
0.05	CD300A
0.05	AC087222.1
0.05	SETBP1
0.05	SDCBP2
0.05	KIZ
0.05	ACOT8
0.05	BCAS4
0.05	AL109955.1
0.05	DAZAP1
0.05	CSNK1G2
0.05	ZFP14
0.05	ZNF790
0.05	GSK3A
0.05	ZNF229
0.05	ZNF28
0.05	ZNF665
0.05	ZNF470
0.05	NUP50-DT
0.05	PDXK
0.049	AGMAT
0.049	IFFO2
0.049	AL034380.1
0.049	PHC2
0.049	PABPC4
0.049	ILF2
0.049	TMCC2
0.049	TFB2M
0.049	KLF11
0.049	PLEK
0.049	AC092835.1
0.049	AC010894.2
0.049	ATG9A
0.049	NKIRAS1
0.049	VILL
0.049	CHMP2B
0.049	MTRNR2L12
0.049	AC072039.2
0.049	NCK1-DT
0.049	CTBP1
0.049	RNF4
0.049	TBC1D19
0.049	LRP2BP
0.049	CEP72
0.049	MTMR12
0.049	CCNO
0.049	SREK1IP1
0.049	TMEM232
0.049	C5orf24
0.049	DNAJC18
0.049	DELE1
0.049	AGPAT1
0.049	LEMD2
0.049	SRF
0.049	NFE2L3
0.049	BBS9
0.049	IFT22
0.049	AC093668.3
0.049	KCNH2
0.049	PTPRN2
0.049	SLC9A7
0.049	NONO
0.049	PHKA1
0.049	ARMCX2
0.049	ZNF75D
0.049	AL683813.1
0.049	MTMR1
0.049	TCEA1
0.049	LACTB2
0.049	JRK
0.049	CD274
0.049	RUSC2
0.049	AL133410.1
0.049	ASPN
0.049	ZFP37
0.049	CDK5RAP2
0.049	SPOUT1
0.049	ABL1
0.049	AC131971.1
0.049	MRPL11
0.049	RBM14
0.049	AP003031.2
0.049	PPP3CB
0.049	AKAP3
0.049	NDUFA9
0.049	ING4
0.049	TAS2R31
0.049	RAB35
0.049	IFT88
0.049	GMPR2
0.049	LRR1
0.049	TDP1
0.049	TJP1
0.049	POLR2M
0.049	BNIP2
0.049	USP3
0.049	DAPK2
0.049	PARP16
0.049	DENND4A
0.049	ZNF263
0.049	ZSCAN32
0.049	ZNF771
0.049	CCDC113
0.049	SENP3
0.049	ZNF624
0.049	PRPSAP2
0.049	SNX11
0.049	AC004707.1
0.049	TMEM104
0.049	AC016205.1
0.049	ZNF236
0.049	MRPS26
0.049	UBOX5
0.049	CHMP4B
0.049	OGFR
0.049	MIDN
0.049	ZNF557
0.049	ZNF559
0.049	ZNF560
0.049	IFI30
0.049	ZNF14
0.049	ZNF585B
0.049	PLA2G4C
0.049	ZNF610
0.049	UBE2S
0.049	SLC35E4
0.049	TRIOBP
0.049	CHKB-CPT1B
0.049	U2AF1L5
0.048	AL357140.1
0.048	C1orf50
0.048	EBNA1BP2
0.048	HECTD3
0.048	MKNK1-AS1
0.048	SSBP3
0.048	ACP6
0.048	CREB3L4
0.048	SYT2
0.048	SDE2
0.048	RMDN2
0.048	PIGF
0.048	PSME4
0.048	CCDC115
0.048	DYNC1I2
0.048	AC016737.1
0.048	TMEM237
0.048	AC097461.1
0.048	CNOT10
0.048	AC097359.2
0.048	AC092053.3
0.048	ZNF852
0.048	PSMD6-AS2
0.048	LMLN-AS1
0.048	TMEM156
0.048	APBB2
0.048	ATP8A1
0.048	SLC9B1
0.048	PPID
0.048	FAM173B
0.048	SELENOP
0.048	PELO
0.048	SMIM32
0.048	SPRY4
0.048	FAM8A1
0.048	HECA
0.048	AL138916.2
0.048	MPC1
0.048	CYP2W1
0.048	UMAD1
0.048	AC011287.1
0.048	ISPD
0.048	TBRG4
0.048	TBL2
0.048	LRRD1
0.048	IFRD1
0.048	ADCK2
0.048	NBDY
0.048	MED12
0.048	ARMCX1
0.048	FAM122C
0.048	DKC1
0.048	LETM2
0.048	AC064807.1
0.048	ELOC
0.048	PLPP6
0.048	GALT
0.048	FAM214B
0.048	AL357874.2
0.048	STX17-AS1
0.048	SLC31A2
0.048	TTLL11
0.048	RABL6
0.048	TPH1
0.048	BDNF-AS
0.048	PLCB3
0.048	CAPN1
0.048	KRTAP5-7
0.048	GDI2
0.048	ARL5B
0.048	ZDHHC16
0.048	POLL
0.048	LINC02391
0.048	VPS29
0.048	FBRSL1
0.048	AL355001.2
0.048	MICU2
0.048	RFXAP
0.048	TGDS
0.048	DNAJC3-DT
0.048	FBXO33
0.048	SGPP1
0.048	ZFYVE1
0.048	CPSF2
0.048	AC104938.1
0.048	LOXL1
0.048	MRPL46
0.048	CASKIN1
0.048	ZNF75A
0.048	CCP110
0.048	NDUFAB1
0.048	AC006435.1
0.048	SHPK
0.048	MYH10
0.048	SPECC1
0.048	SARM1
0.048	ACLY
0.048	CCDC57
0.048	MYOM1
0.048	LINC00667
0.048	PTPRM
0.048	SEH1L
0.048	ZADH2
0.048	ZNF133
0.048	MAP2K7
0.048	NR2C2AP
0.048	SPRED3
0.048	ZNF468
0.048	UFD1
0.048	AC003681.1
0.047	PITHD1
0.047	SRSF4
0.047	ZFP69
0.047	CDC20
0.047	DNTTIP2
0.047	SEC22B
0.047	OR10K1
0.047	AL031599.1
0.047	SOAT1
0.047	TRIM11
0.047	ATP6V1C2
0.047	AC012360.3
0.047	PSD4
0.047	ARHGEF4
0.047	AC007405.1
0.047	TLK1
0.047	NCL
0.047	ATG16L1
0.047	IQSEC1
0.047	CCDC174
0.047	ABHD5
0.047	CPOX
0.047	GTF2E1
0.047	HCLS1
0.047	AC096992.2
0.047	SELENOT
0.047	AC069224.1
0.047	FBXL5
0.047	MRPS18C
0.047	C4orf46
0.047	OSMR
0.047	ANKRA2
0.047	WDR55
0.047	DOK3
0.047	WRNIP1
0.047	RXRB
0.047	ANKS1A
0.047	GTF2IRD2
0.047	THAP5
0.047	REPIN1
0.047	ZXDA
0.047	LINC00891
0.047	TMEM185A
0.047	C8orf58
0.047	GPAT4
0.047	SLC20A2
0.047	TRPS1
0.047	WDYHV1
0.047	WDR97
0.047	SCX
0.047	SNAPC3
0.047	POMT1
0.047	ENTR1
0.047	ZNF215
0.047	TSG101
0.047	CSTF3-DT
0.047	NAA40
0.047	ZFPL1
0.047	FIBP
0.047	FAM168A
0.047	AP001830.1
0.047	ECHDC3
0.047	BMPR1A
0.047	RNLS
0.047	MORN4
0.047	CREBL2
0.047	SENP1
0.047	SCN8A
0.047	KRT86
0.047	MAP3K12
0.047	TBC1D15
0.047	RITA1
0.047	ABCB9
0.047	NOC4L
0.047	METTL21C
0.047	ERCC5
0.047	AL139384.1
0.047	AL139099.1
0.047	MAP3K9
0.047	ERG28
0.047	NSMCE3
0.047	GOLGA8R
0.047	AC107241.1
0.047	SENP8
0.047	GDPGP1
0.047	TMEM8A
0.047	RAB40C
0.047	ZNF213
0.047	ZNF500
0.047	ABAT
0.047	QPRT
0.047	ZNF768
0.047	CMTM4
0.047	C17orf97
0.047	MED31
0.047	ALKBH5
0.047	AATF
0.047	RAPGEFL1
0.047	TRIM37
0.047	B3GNTL1
0.047	AC021224.1
0.047	AC090241.3
0.047	FITM2
0.047	CTSA
0.047	RAVER1
0.047	TIMM29
0.047	CCDC124
0.047	ZNF180
0.047	NUP62
0.047	PRPF31
0.047	TNNT1
0.047	ZNF304
0.047	MICALL1
0.047	BAIAP2L2
0.047	TMEM184B
0.047	JOSD1
0.047	SLC25A17
0.047	DNAJB7
0.047	HLCS
0.047	TRAPPC10
0.046	LINC01355
0.046	TESK2
0.046	ARNT
0.046	GABPB2
0.046	DAP3
0.046	CRABP2
0.046	AL590714.1
0.046	KIFAP3
0.046	GORAB
0.046	SNRPE
0.046	NUAK2
0.046	AC244034.2
0.046	C1orf74
0.046	AC096642.1
0.046	ABCB10
0.046	GTF3C2
0.046	MORN2
0.046	STON1
0.046	KRCC1
0.046	SF3B1
0.046	RHBDD1
0.046	BRPF1
0.046	FGD5-AS1
0.046	TGFBR2
0.046	OXSR1
0.046	AC099669.1
0.046	DUSP7
0.046	DNAH1
0.046	TKT
0.046	AC092910.3
0.046	PDIA5
0.046	TF
0.046	PARL
0.046	DOK7
0.046	TLR10
0.046	SDAD1
0.046	TRMT10A
0.046	AC104596.1
0.046	ZDHHC11
0.046	MTRR
0.046	AC025176.1
0.046	ERAP1
0.046	PROB1
0.046	PCDHGA11
0.046	RELL2
0.046	MYLK4
0.046	KDM1B
0.046	ZSCAN12
0.046	TEAD3
0.046	PDSS2
0.046	SOD2
0.046	ZFAND2A
0.046	ICA1
0.046	ZCWPW1
0.046	AC016831.7
0.046	SLC37A3
0.046	PDHA1
0.046	RHOXF1
0.046	RAP2C-AS1
0.046	AC130352.1
0.046	RHOBTB2
0.046	ZBTB10
0.046	ZFAND1
0.046	TSNARE1
0.046	GNAQ
0.046	SECISBP2
0.046	LINC00484
0.046	WDR31
0.046	C5
0.046	AL358781.1
0.046	MAN1B1
0.046	MICAL2
0.046	NCR3LG1
0.046	RCN1
0.046	TKFC
0.046	KDELC2
0.046	FGFBP3
0.046	WBP1L
0.046	INPP5A
0.046	FAM19A2
0.046	AC069234.2
0.046	DNAH10OS
0.046	LINC02340
0.046	SLC7A1
0.046	CDADC1
0.046	TSSK4
0.046	KHNYN
0.046	SLC35F4
0.046	ENTPD5
0.046	AVEN
0.046	AC025917.1
0.046	PEAK1
0.046	WDR24
0.046	CPPED1
0.046	ADCY7
0.046	AC004943.2
0.046	TIMM22
0.046	TRPV1
0.046	TVP23C
0.046	AC098850.3
0.046	PEMT
0.046	AC020558.1
0.046	SLC5A10
0.046	CCR10
0.046	AC100793.3
0.046	METTL2A
0.046	LINC01152
0.046	SRP68
0.046	ENGASE
0.046	NAPB
0.046	YTHDF1
0.046	IZUMO4
0.046	INSR
0.046	DNASE2
0.046	AC006504.1
0.046	ZNF345
0.046	RAB36
0.046	C1QTNF6
0.046	DMC1
0.046	ALG12
0.046	MRPS6
0.045	TNFRSF4
0.045	CPTP
0.045	TMEM222
0.045	MFSD2A
0.045	SLC35D1
0.045	GSTM3
0.045	DENND2C
0.045	OAZ3
0.045	RIT1
0.045	SH2D2A
0.045	MIR29B2CHG
0.045	AL591848.4
0.045	NLRP3
0.045	KIF3C
0.045	RBKS
0.045	SLC8A1
0.045	CNNM4
0.045	METTL21A
0.045	CCNYL1
0.045	ANKZF1
0.045	DPH3
0.045	ACKR2
0.045	RIOX2
0.045	RABL3
0.045	C3orf58
0.045	TBCCD1
0.045	KLHL8
0.045	AC108062.1
0.045	EXOC3-AS1
0.045	SKP1
0.045	GNPDA1
0.045	YIPF5
0.045	HIST1H4F
0.045	RNF5
0.045	KIAA1586
0.045	TBP
0.045	HIBADH
0.045	ZKSCAN5
0.045	FAM200A
0.045	AC078845.1
0.045	EGFL6
0.045	ZFX
0.045	RGN
0.045	CYSLTR1
0.045	RAB9B
0.045	MIR503HG
0.045	MTM1
0.045	POLR3D
0.045	AC037459.3
0.045	NSD3
0.045	LY96
0.045	TRIQK
0.045	EFR3A
0.045	ZNF707
0.045	MRPL50
0.045	SLC44A1
0.045	STOM
0.045	OR6A2
0.045	AC107884.1
0.045	TNKS1BP1
0.045	B3GAT3
0.045	EIF1AD
0.045	GRK2
0.045	FAM86C1
0.045	AP003680.1
0.045	CCDC82
0.045	AP003392.4
0.045	ACRV1
0.045	PRPF18
0.045	HSPA14.1
0.045	ASCC1
0.045	RAD52
0.045	LPAR5
0.045	SLC2A13
0.045	ATF1
0.045	PIP4K2C
0.045	EEF1AKMT3
0.045	POC1B-GALNT4
0.045	ISCU
0.045	TCTN2
0.045	PGAM5
0.045	UFM1
0.045	SLC7A7
0.045	AP4S1
0.045	GMFB
0.045	PIGH
0.045	LTBP2
0.045	FAM30A
0.045	CLN6
0.045	AC026464.4
0.045	DHODH
0.045	PER1
0.045	TRIM16
0.045	AC015911.6
0.045	TBC1D3L
0.045	RAB5C
0.045	SLC25A39
0.045	CCDC103
0.045	HEXIM2
0.045	AC138150.2
0.045	SAMD14
0.045	MRPS23
0.045	CUEDC1
0.045	AC015813.2
0.045	ANAPC11
0.045	SPIRE1
0.045	AC011731.1
0.045	RBFA
0.045	ZSWIM3
0.045	ILF3-DT
0.045	ZNF433
0.045	C19orf47
0.045	NAPA
0.045	ZNF865
0.045	ZBTB45
0.045	TMSB4Y
0.045	OSBP2
0.045	RNF185
0.045	AL022328.4
0.045	FP565260.1
0.044	KLHL21
0.044	GPR157
0.044	ZBTB8A
0.044	IPO13
0.044	MCOLN2
0.044	DDX59
0.044	TGFB2
0.044	FAM177B
0.044	TBCE.1
0.044	AC016722.2
0.044	MDH1
0.044	ANKRD39
0.044	TXNDC9
0.044	GTDC1
0.044	LINC01473
0.044	HECW2
0.044	HSPE1
0.044	WDR12
0.044	AC062017.1
0.044	LINC02019
0.044	PBRM1
0.044	NSUN3
0.044	CCDC58
0.044	NMNAT3
0.044	AC078795.1
0.044	FAM200B
0.044	AC008966.1
0.044	ELL2
0.044	GRAMD2B
0.044	PPP2CA
0.044	AC005618.1
0.044	AC011337.1
0.044	FAM193B
0.044	GFOD1
0.044	FOXP4
0.044	AL590428.1
0.044	LINC00222
0.044	RNF146
0.044	RNASET2
0.044	MPP6
0.044	AC004922.1
0.044	PCOLCE
0.044	FMC1
0.044	SMS
0.044	UTP14A
0.044	VAMP7
0.044	XKR6
0.044	ADHFE1
0.044	IL7
0.044	OXR1
0.044	CYHR1
0.044	AL359922.2
0.044	RNF20
0.044	RAD23B
0.044	MED22
0.044	CAVIN3
0.044	UQCC3
0.044	RELA
0.044	AP5B1
0.044	C11orf65
0.044	SIK3
0.044	JAM3
0.044	DDX21
0.044	AL157400.4
0.044	SUFU
0.044	CUZD1
0.044	TAS2R20
0.044	VDR
0.044	HOXC10
0.044	AC083805.2
0.044	AC012464.3
0.044	SLC41A2
0.044	PPP1CC
0.044	MIPEP
0.044	HNRNPA1L2
0.044	HOMEZ
0.044	AL445363.1
0.044	FNTB
0.044	PPP1R13B
0.044	SEMA7A
0.044	SCAMP5
0.044	AC103739.1
0.044	RAB11FIP3
0.044	AC010401.2
0.044	ELMO3
0.044	AC009061.2
0.044	TMED6
0.044	TMEM231
0.044	CTU2
0.044	SRR
0.044	MIEF2
0.044	ABCA10
0.044	GRB2
0.044	CEP76
0.044	KCTD1
0.044	ZNF397
0.044	RBFADN
0.044	DZANK1
0.044	C20orf144
0.044	LPIN3
0.044	AL121917.1
0.044	PTBP1
0.044	POLR2E
0.044	TRIP10
0.044	ZNF266
0.044	ZNF570
0.044	DM1-AS
0.044	DACT3
0.044	PRKD2
0.044	SAE1
0.044	FAM71E1
0.044	ZNF419
0.044	ESS2
0.044	AC245452.1
0.044	PLXNB2
0.044	DONSON
0.043	SRM
0.043	TAF12
0.043	DPH2
0.043	MAGI3
0.043	NBPF14
0.043	BCAN
0.043	ZBTB41
0.043	TATDN3
0.043	SLC35F3
0.043	TEX261
0.043	CACNB4
0.043	FAP
0.043	FAM171B
0.043	MFF
0.043	IL17RC
0.043	DCBLD2
0.043	HMCES
0.043	EFCAB12
0.043	PLD1
0.043	MRPL47
0.043	WDR53
0.043	PIGX
0.043	AFF1
0.043	SYNPO2
0.043	AC108866.1
0.043	FAM160A1-DT
0.043	AC034231.1
0.043	TARS
0.043	CLTB
0.043	FAM153C
0.043	ZNF354A
0.043	LINC00240
0.043	ZKSCAN8
0.043	AL355802.2
0.043	AL021368.3
0.043	UBE2J1
0.043	AL589740.1
0.043	FBXO30
0.043	DLL1
0.043	RP9
0.043	ABCB1
0.043	AC007938.3
0.043	SPIN2B
0.043	TMEM164
0.043	ZDHHC9
0.043	ELF4
0.043	TPD52
0.043	MTERF3
0.043	EMC2
0.043	AC107375.1
0.043	MINCR
0.043	C8orf33
0.043	FOCAD
0.043	C9orf72
0.043	AL162231.1
0.043	FAM206A
0.043	SLC25A25
0.043	NDOR1
0.043	AP003108.2
0.043	SART1
0.043	CD248
0.043	ST3GAL4
0.043	ZBTB44
0.043	DNAJC1
0.043	LINC00843
0.043	DNA2
0.043	ZCCHC24
0.043	STAMBPL1
0.043	AL731566.1
0.043	ADAM12
0.043	AC025034.1
0.043	UCHL3
0.043	AL355922.2
0.043	AP1G2
0.043	PPM1A
0.043	ALKBH1
0.043	SNHG10
0.043	BUB1B
0.043	USP3-AS1
0.043	ACSBG1
0.043	AL031714.1
0.043	ABCA3
0.043	CMTM1
0.043	SLC7A6
0.043	DRC3
0.043	NR1D1
0.043	WNK4
0.043	AC091152.2
0.043	AC134407.1
0.043	PRPSAP1
0.043	AC145207.2
0.043	CTIF
0.043	AC093567.1
0.043	MBD2
0.043	MKKS
0.043	SNX5
0.043	PTPN1
0.043	PPP1R3D
0.043	MRGBP
0.043	AMH
0.043	AKAP8
0.043	ZNF101
0.043	LINC00663
0.043	FAAP24
0.043	ARHGAP33
0.043	ZFP82
0.043	TEAD2
0.043	KIR2DL1
0.043	ZNF547
0.043	ZNF773
0.043	MICAL3
0.043	C21orf58
0.042	CASP9
0.042	DNAJC6
0.042	GNAI3
0.042	AL162258.2
0.042	TOR3A
0.042	XDH
0.042	SRD5A2
0.042	IL36G
0.042	ASNSD1
0.042	GPR55
0.042	THUMPD3-AS1
0.042	CMTM6
0.042	MSL2
0.042	DCUN1D4
0.042	GPAT3
0.042	LINC02365
0.042	AC104113.1
0.042	KIAA0825
0.042	IRF4
0.042	RIPK1
0.042	ZSCAN31
0.042	PPT2-EGFL8
0.042	RRP36
0.042	TSPYL4
0.042	TMEM181
0.042	MDH2
0.042	CCDC146
0.042	AC007938.2
0.042	AC093726.2
0.042	USP51
0.042	TIMM8A
0.042	FBXO25
0.042	CCAR2
0.042	NDUFAF6
0.042	TDRD7
0.042	APBB1
0.042	ZBED5-AS1
0.042	PTPMT1
0.042	VPS37C
0.042	TIMM8B
0.042	CCDC15
0.042	AC016396.1
0.042	AIFM2
0.042	CYP2C8
0.042	JAKMIP3
0.042	LINC00937
0.042	TAS2R30
0.042	TMEM120B
0.042	ZCCHC8
0.042	TSC22D1
0.042	FAM161B
0.042	DDX24
0.042	AC116158.1
0.042	CCDC32
0.042	AC018362.1
0.042	CLK3
0.042	NRG4
0.042	POLG
0.042	HAGH
0.042	COQ7
0.042	NLRC5
0.042	COQ9
0.042	SLC43A2
0.042	CAMKK1
0.042	TMEM88
0.042	AC005838.2
0.042	GID4
0.042	PIPOX
0.042	LIG3
0.042	AC006441.3
0.042	AC090844.2
0.042	MILR1
0.042	NAT9
0.042	MRPL38
0.042	AC087741.1
0.042	SOCS6
0.042	SDCBP2-AS1
0.042	PANK2
0.042	MGME1
0.042	NOL4L
0.042	PARD6B
0.042	MOCS3
0.042	DOT1L
0.042	AC011498.2
0.042	PRR22
0.042	ZNF559-ZNF177
0.042	WDR83
0.042	AC018761.2
0.042	AC008764.2
0.042	NUDT19
0.042	GRAMD1A
0.042	RAB4B-EGLN2
0.042	FBXO46
0.042	AC008750.8
0.042	CLDND2
0.042	ZIM2-AS1
0.042	TPTEP2-CSNK1E
0.042	AP001628.1
0.041	AGTRAP
0.041	FHL3
0.041	RNF220
0.041	ZNF281
0.041	NUCKS1
0.041	MAPKAPK2
0.041	ACBD3-AS1
0.041	GNPAT
0.041	LINC01132
0.041	LGALS8
0.041	CRIPT
0.041	CCT7
0.041	RGPD4
0.041	POLR1B
0.041	MMADHC
0.041	AC009495.1
0.041	MRPL44
0.041	ZBTB20
0.041	LRRC58
0.041	PIK3CA
0.041	LDB2
0.041	ANXA3
0.041	FAM13A-AS1
0.041	C4orf33
0.041	SAP30
0.041	F2R
0.041	ZCCHC9
0.041	AC091948.1
0.041	SLC36A1
0.041	STK10
0.041	AL138831.1
0.041	RIOK1
0.041	MPIG6B
0.041	NOTCH4
0.041	SDHAF4
0.041	AL365232.1
0.041	SLC17A5
0.041	TCTE3
0.041	POMZP3
0.041	MEST
0.041	AGAP3
0.041	ARHGEF9
0.041	TMSB15B.1
0.041	MICU3
0.041	CCDC25
0.041	CEBPD
0.041	RFK
0.041	GKAP1
0.041	AL137067.1
0.041	INIP
0.041	RALGPS1
0.041	CRAT
0.041	NELFB
0.041	AP006623.1
0.041	PGAP2
0.041	PRDM11
0.041	TTC9C
0.041	SSH3
0.041	PCF11-AS1
0.041	TTC36
0.041	CCDC3
0.041	AL157392.4
0.041	TACR2
0.041	EMG1
0.041	AC092111.2
0.041	AC009779.2
0.041	AC073896.3
0.041	IKBIP
0.041	WASHC3
0.041	LINC00562
0.041	NEK3
0.041	AL133485.1
0.041	AF107885.2
0.041	AC091167.6
0.041	CCDC154
0.041	ZNF205
0.041	ALG1
0.041	LYRM1
0.041	DCTPP1
0.041	INCA1
0.041	ZNF286A
0.041	SHMT1
0.041	ZNF286B
0.041	AC005899.7
0.041	TADA2A
0.041	ADAM11
0.041	AC091132.5
0.041	MAP3K3
0.041	POLG2
0.041	RAB12
0.041	AL034549.1
0.041	NPEPL1
0.041	LSM14B
0.041	ADAT3
0.041	ZNF461
0.041	ZNF221
0.041	GRWD1
0.041	ZNF841
0.041	ZNF611
0.041	AURKC
0.041	ZNF329
0.041	ZNF8
0.041	TTTY15
0.041	TTTY10
0.041	AC000068.2
0.041	AC006547.2
0.041	AL031186.1
0.041	C22orf23
0.041	CSNK1E
0.041	AL021707.6
0.041	TNFRSF13C
0.041	CU633967.1
0.041	LINC00158
0.041	LINC01695
0.041	TRPM2
0.04	Z98884.1
0.04	SLC9A1
0.04	MIER1
0.04	RTCA-AS1
0.04	GSTM2
0.04	KCNC4
0.04	OVGP1
0.04	SLC16A1
0.04	BCAS2
0.04	WDR3
0.04	MEX3A
0.04	AL365181.1
0.04	PIGC
0.04	ZC3H11A
0.04	TSNAX
0.04	ACP1
0.04	MPV17
0.04	PLB1
0.04	AC009506.1
0.04	CHN1
0.04	OBSL1
0.04	ATG4B
0.04	IFRD2
0.04	RRP9
0.04	PARP3
0.04	CLDND1
0.04	MBD4
0.04	QDPR
0.04	PYURF
0.04	AC110813.1
0.04	TLR3
0.04	DDX4
0.04	LYRM7
0.04	TXNDC15
0.04	PCDH1
0.04	AC034199.1
0.04	AL031775.1
0.04	NKAPL
0.04	ZNRD1
0.04	RPP21
