cor	gene	rank
0.049	ZNF808	5042
0.049	PISD	5043
0.049	TMPRSS6	5044
0.049	KIAA0930	5045
0.048	MFSD2A	5046
0.048	DENND1B	5047
0.048	POMC	5048
0.048	CFAP36	5049
0.048	DYNC1I2	5050
0.048	TBC1D5	5051
0.048	USP4	5052
0.048	FILIP1L	5053
0.048	TIMMDC1	5054
0.048	COPG1	5055
0.048	RYK	5056
0.048	FAIM	5057
0.048	COMMD2	5058
0.048	NMD3	5059
0.048	PACRGL	5060
0.048	BTF3	5061
0.048	ZCCHC9	5062
0.048	SH3RF2	5063
0.048	AC091959.3	5064
0.048	ZNF311	5065
0.048	ZNF76	5066
0.048	CCNC	5067
0.048	BET1	5068
0.048	ZNF777	5069
0.048	SSR4	5070
0.048	LRRCC1	5071
0.048	MTBP	5072
0.048	NFX1	5073
0.048	KLF9	5074
0.048	SEC61B	5075
0.048	CAMSAP1	5076
0.048	MUS81	5077
0.048	UBE4A	5078
0.048	STK32C	5079
0.048	TFCP2	5080
0.048	ZNF740	5081
0.048	AC073611.1	5082
0.048	AC084033.3	5083
0.048	NDUFA12	5084
0.048	USP12	5085
0.048	DTD2	5086
0.048	ATXN3	5087
0.048	CKB	5088
0.048	AC084757.3	5089
0.048	PRC1	5090
0.048	NSMCE1	5091
0.048	AC133550.2	5092
0.048	SLC12A4	5093
0.048	CHTF8	5094
0.048	WDR59	5095
0.048	LIG3	5096
0.048	SPAG9	5097
0.048	SLC9A3R1	5098
0.048	CTIF	5099
0.048	SALL3	5100
0.048	ZNF831	5101
0.048	MAP2K7	5102
0.048	WDR83	5103
0.048	DNASE2	5104
0.048	FAM32A	5105
0.048	CRTC1	5106
0.048	ZNF682	5107
0.048	APOE	5108
0.048	RTL6	5109
0.048	TUBGCP6	5110
0.048	FP565260.3	5111
0.047	LINC01137	5112
0.047	ZFP69B	5113
0.047	NFYC-AS1	5114
0.047	CMPK1	5115
0.047	OSBPL9	5116
0.047	PRPF38A	5117
0.047	CRYZ	5118
0.047	DRAM2	5119
0.047	RNF115	5120
0.047	C1orf74	5121
0.047	RAB3GAP2	5122
0.047	SPRTN	5123
0.047	OTOF	5124
0.047	PCYOX1	5125
0.047	SCN9A	5126
0.047	PARD3B	5127
0.047	ZNF619	5128
0.047	CCDC66	5129
0.047	HTD2	5130
0.047	CRYBG3	5131
0.047	EPHB1	5132
0.047	CTBP1	5133
0.047	SPATA5	5134
0.047	SLC25A4	5135
0.047	SMN1	5136
0.047	C5orf30	5137
0.047	APC	5138
0.047	RUFY1	5139
0.047	C6orf52	5140
0.047	AL138720.1	5141
0.047	CUTA	5142
0.047	AL035587.1	5143
0.047	RMND1	5144
0.047	TYW1	5145
0.047	PON2	5146
0.047	PTCD1	5147
0.047	SCML1	5148
0.047	CDCA2	5149
0.047	OTUD6B	5150
0.047	TRPS1	5151
0.047	UTP23	5152
0.047	MINCR	5153
0.047	WDR97	5154
0.047	VPS13A	5155
0.047	TMEM268	5156
0.047	GOLGA2	5157
0.047	AC124798.1	5158
0.047	ALKBH3	5159
0.047	CELF1	5160
0.047	TRPT1	5161
0.047	ME3	5162
0.047	PIH1D2	5163
0.047	WAC	5164
0.047	CCNJ	5165
0.047	ATRNL1	5166
0.047	HNRNPA1	5167
0.047	POC1B-GALNT4	5168
0.047	ALKBH2	5169
0.047	MAPKAPK5-AS1	5170
0.047	LINC00539	5171
0.047	FOXA1	5172
0.047	ACOT2	5173
0.047	ACOT4	5174
0.047	EML5	5175
0.047	RMDN3	5176
0.047	BNIP2	5177
0.047	NGRN	5178
0.047	LYSMD4	5179
0.047	AC099518.2	5180
0.047	IQCK	5181
0.047	GGA2	5182
0.047	WWP2	5183
0.047	AC006449.2	5184
0.047	ANKRD40	5185
0.047	CXXC1	5186
0.047	CCDC102B	5187
0.047	KIF16B	5188
0.047	ZNF793-AS1	5189
0.047	ECH1	5190
0.047	LINC01480	5191
0.047	NOP53	5192
0.047	RCN3	5193
0.047	ZNF761	5194
0.047	HSPA13	5195
0.046	NPHP4	5196
0.046	ZBTB40	5197
0.046	MACO1	5198
0.046	USP24	5199
0.046	SMG5	5200
0.046	RGS5	5201
0.046	MGST3	5202
0.046	KLHL12	5203
0.046	NEK2	5204
0.046	MTR	5205
0.046	TRAPPC12	5206
0.046	IFT172	5207
0.046	DCTN1	5208
0.046	ITPRIPL1	5209
0.046	UXS1	5210
0.046	NAB1	5211
0.046	BARD1	5212
0.046	UBE2F	5213
0.046	RBM5	5214
0.046	COPB2	5215
0.046	IGSF10	5216
0.046	SKIL	5217
0.046	RCHY1	5218
0.046	USO1	5219
0.046	NUDT9	5220
0.046	TLR2	5221
0.046	ACSL1	5222
0.046	MED10	5223
0.046	SMN2	5224
0.046	LINC01023	5225
0.046	IL4	5226
0.046	CD14	5227
0.046	FOXP4	5228
0.046	ENPP4	5229
0.046	PHIP	5230
0.046	NUDCD3	5231
0.046	VAMP7	5232
0.046	VIRMA	5233
0.046	AZIN1-AS1	5234
0.046	DSCC1	5235
0.046	AGO2	5236
0.046	TMC1	5237
0.046	AL162586.1	5238
0.046	EHMT1	5239
0.046	GTF2H1	5240
0.046	EHBP1L1	5241
0.046	RHOD	5242
0.046	FDX1	5243
0.046	PRDM10	5244
0.046	PARG	5245
0.046	AIFM2	5246
0.046	BAG3	5247
0.046	EDRF1	5248
0.046	RHNO1	5249
0.046	CREBL2	5250
0.046	DDX47	5251
0.046	AC087318.1	5252
0.046	FMNL3	5253
0.046	GPD1	5254
0.046	OS9	5255
0.046	GNS	5256
0.046	AC007569.1	5257
0.046	RNF10	5258
0.046	OGFOD2	5259
0.046	NEDD8	5260
0.046	SIX1	5261
0.046	VTI1B	5262
0.046	ANGEL1	5263
0.046	AC090517.4	5264
0.046	TICRR	5265
0.046	TM2D3	5266
0.046	USP31	5267
0.046	FBRS	5268
0.046	SETD1A	5269
0.046	AC092368.3	5270
0.046	AC099508.2	5271
0.046	AC040169.1	5272
0.046	GALNS	5273
0.046	MYO1C	5274
0.046	KSR1	5275
0.046	TBC1D3L	5276
0.046	CDK12	5277
0.046	CDC27	5278
0.046	TBKBP1	5279
0.046	TANC2	5280
0.046	SLC39A11	5281
0.046	SLC26A11	5282
0.046	AL133325.3	5283
0.046	CHMP4B	5284
0.046	RPS15	5285
0.046	NRTN	5286
0.046	KANK2	5287
0.046	DHPS	5288
0.046	AP1M1	5289
0.046	KXD1	5290
0.046	ZNF529	5291
0.046	TBC1D17	5292
0.046	SYT5	5293
0.046	ZNF543	5294
0.046	TMEM191B	5295
0.046	CABIN1	5296
0.046	PPARA	5297
0.046	SBF1	5298
0.046	LINC00158	5299
0.045	MIB2	5300
0.045	MUL1	5301
0.045	SESN2	5302
0.045	C1orf50	5303
0.045	ZNF687	5304
0.045	KHDC4	5305
0.045	AL139011.2	5306
0.045	AL513329.1	5307
0.045	C1orf21	5308
0.045	SDE2	5309
0.045	EML6	5310
0.045	STK11IP	5311
0.045	ITPR1	5312
0.045	EIF1B	5313
0.045	FAM208A	5314
0.045	ARL6	5315
0.045	LXN	5316
0.045	IQCJ-SCHIP1	5317
0.045	BLOC1S4	5318
0.045	RFC1	5319
0.045	MOB1B	5320
0.045	MTTP	5321
0.045	AC008937.3	5322
0.045	FNIP1	5323
0.045	FARS2	5324
0.045	UHRF1BP1	5325
0.045	DNAH8	5326
0.045	FRS3	5327
0.045	CEP57L1	5328
0.045	ARID1B	5329
0.045	PHF10	5330
0.045	ZNF117	5331
0.045	CEP41	5332
0.045	DIAPH2	5333
0.045	ARMCX5	5334
0.045	ENOX2	5335
0.045	LINC00632	5336
0.045	BRF2	5337
0.045	VDAC3	5338
0.045	PLGRKT	5339
0.045	NAA35	5340
0.045	ECM2	5341
0.045	DOLK	5342
0.045	UCK1	5343
0.045	HIPK3	5344
0.045	CYB561A3	5345
0.045	AP000769.2	5346
0.045	EIF1AD	5347
0.045	ZMIZ1-AS1	5348
0.045	AC022079.2	5349
0.045	BLOC1S1	5350
0.045	VSIG10	5351
0.045	METTL3	5352
0.045	HEATR5A	5353
0.045	MGAT2	5354
0.045	FAM30A	5355
0.045	CATSPER2	5356
0.045	BLM	5357
0.045	AC007216.2	5358
0.045	ZNF319	5359
0.045	TANGO6	5360
0.045	MARVELD3	5361
0.045	DHODH	5362
0.045	SHMT1	5363
0.045	STXBP4	5364
0.045	TEPSIN	5365
0.045	KIAA1328	5366
0.045	NEDD4L	5367
0.045	AL117332.1	5368
0.045	BCL2L1	5369
0.045	ISYNA1	5370
0.045	RFXANK	5371
0.045	AC006504.5	5372
0.045	PLD3	5373
0.045	SLC25A18	5374
0.045	DGCR2	5375
0.045	LZTR1	5376
0.045	PPM1F	5377
0.045	Z99916.1	5378
0.045	C22orf34	5379
0.045	AP001056.1	5380
0.045	C21orf58	5381
0.044	FAM76A	5382
0.044	FGGY	5383
0.044	KYAT3	5384
0.044	HIST2H2AA3	5385
0.044	AL589765.4	5386
0.044	CHTOP	5387
0.044	DDR2	5388
0.044	DDX59	5389
0.044	AC073046.1	5390
0.044	AC108463.3	5391
0.044	RAB3GAP1	5392
0.044	LMCD1	5393
0.044	NR2C2	5394
0.044	CAPN7	5395
0.044	ARF4-AS1	5396
0.044	PCYT1A	5397
0.044	MAN2B2	5398
0.044	MRFAP1	5399
0.044	NOA1	5400
0.044	SLC9B1	5401
0.044	DHX29	5402
0.044	TNPO1	5403
0.044	CETN3	5404
0.044	RNF14	5405
0.044	RBM27	5406
0.044	STC2	5407
0.044	CCHCR1	5408
0.044	CPNE5	5409
0.044	DOPEY1	5410
0.044	LRP11	5411
0.044	MAP3K4	5412
0.044	RBAK	5413
0.044	SNX13	5414
0.044	C7orf25	5415
0.044	OGDH	5416
0.044	LINC01372	5417
0.044	AC078845.1	5418
0.044	PHKA2	5419
0.044	UXT	5420
0.044	C1GALT1C1	5421
0.044	TATDN1	5422
0.044	ZNF16	5423
0.044	AL158071.3	5424
0.044	SLC31A1	5425
0.044	PTPA	5426
0.044	ZNF215	5427
0.044	C11orf80	5428
0.044	AP002387.2	5429
0.044	MRPL48	5430
0.044	CHORDC1	5431
0.044	CADM1	5432
0.044	TMEM218	5433
0.044	PHYH	5434
0.044	SGPL1	5435
0.044	AVPI1	5436
0.044	MXI1	5437
0.044	CNOT2	5438
0.044	CAMKK2	5439
0.044	SCFD1	5440
0.044	NFKBIA	5441
0.044	RGS6	5442
0.044	GATM	5443
0.044	TPM1	5444
0.044	ST20-MTHFS	5445
0.044	RCCD1	5446
0.044	PARN	5447
0.044	PSKH1	5448
0.044	DOC2B	5449
0.044	RAP1GAP2	5450
0.044	ALKBH5	5451
0.044	LLGL1	5452
0.044	TP53I13	5453
0.044	AC130324.1	5454
0.044	PEX12	5455
0.044	LASP1	5456
0.044	AC073508.3	5457
0.044	TTYH2	5458
0.044	MBD1	5459
0.044	PET117	5460
0.044	ZNF559	5461
0.044	THSD8	5462
0.044	PTGER1	5463
0.044	GATAD2A	5464
0.044	HSPB6	5465
0.044	DPF1	5466
0.044	RPL18	5467
0.044	ZNF610	5468
0.044	AC020915.3	5469
0.044	PTTG1IP	5470
0.043	PHF13	5471
0.043	ZBTB17	5472
0.043	EPHB2	5473
0.043	OXCT2	5474
0.043	CYB5RL	5475
0.043	WLS	5476
0.043	GIPC2	5477
0.043	EPHX4	5478
0.043	TMIGD3	5479
0.043	RAP1A	5480
0.043	CSDE1	5481
0.043	NBPF11	5482
0.043	SUCO	5483
0.043	DARS2	5484
0.043	LHX4	5485
0.043	ITGB1BP1	5486
0.043	GRHL1	5487
0.043	BIRC6	5488
0.043	AC012358.3	5489
0.043	SERTAD2	5490
0.043	WDR92	5491
0.043	ZEB2-AS1	5492
0.043	HIBCH	5493
0.043	COQ10B	5494
0.043	AC064836.3	5495
0.043	CPS1	5496
0.043	SMARCAL1	5497
0.043	TUBA4A	5498
0.043	PER2	5499
0.043	SEPT2	5500
0.043	TTLL3	5501
0.043	SEC22C	5502
0.043	ATRIP	5503
0.043	PCNP	5504
0.043	ZBTB11	5505
0.043	ATP6V1A	5506
0.043	C3orf58	5507
0.043	FGFRL1	5508
0.043	RGS12	5509
0.043	CCDC96	5510
0.043	LINC00504	5511
0.043	ART3	5512
0.043	TSPAN5	5513
0.043	AC105285.1	5514
0.043	NADK2	5515
0.043	CMYA5	5516
0.043	AC008771.1	5517
0.043	CCNI2	5518
0.043	AC106791.1	5519
0.043	FAM53C	5520
0.043	SMIM3	5521
0.043	TRIM52	5522
0.043	AL138885.3	5523
0.043	SKIV2L	5524
0.043	TJAP1	5525
0.043	DSE	5526
0.043	AL023581.2	5527
0.043	EPM2A	5528
0.043	CLDN20	5529
0.043	RAC1	5530
0.043	AC073332.1	5531
0.043	DBF4	5532
0.043	AGAP3	5533
0.043	GCNA	5534
0.043	HDAC8	5535
0.043	NAP1L3	5536
0.043	MBNL3	5537
0.043	MIR503HG	5538
0.043	F8	5539
0.043	BLK	5540
0.043	PLPP5	5541
0.043	CHRNB3	5542
0.043	ANKRD46	5543
0.043	DNAJB5	5544
0.043	MAMDC2-AS1	5545
0.043	ZNF367	5546
0.043	SUSD1	5547
0.043	DOLPP1	5548
0.043	ZDHHC13	5549
0.043	MTA2	5550
0.043	AP001462.1	5551
0.043	TMEM134	5552
0.043	UVRAG	5553
0.043	EMSY	5554
0.043	KDELC2	5555
0.043	FAM213A	5556
0.043	ANKRD22	5557
0.043	PANK1	5558
0.043	COX15	5559
0.043	BORCS7	5560
0.043	TRUB1	5561
0.043	INPP5F	5562
0.043	TUBGCP2	5563
0.043	AC009779.3	5564
0.043	PAN2	5565
0.043	LINC01465	5566
0.043	TCTN1	5567
0.043	DGKH	5568
0.043	RAD51B	5569
0.043	EHD4	5570
0.043	ZNF720	5571
0.043	USB1	5572
0.043	AC009159.2	5573
0.043	PLCG2	5574
0.043	MLX	5575
0.043	TEX2	5576
0.043	COG1	5577
0.043	PTPRM	5578
0.043	L3MBTL1	5579
0.043	STK11	5580
0.043	INSR	5581
0.043	ARHGEF18	5582
0.043	MED26	5583
0.043	ZNF626	5584
0.043	LGALS14	5585
0.043	ZNF577	5586
0.043	ZNF865	5587
0.042	AGO3	5588
0.042	SLFNL1-AS1	5589
0.042	KDM4A-AS1	5590
0.042	MUTYH	5591
0.042	CCDC18	5592
0.042	HIPK1	5593
0.042	RFX5	5594
0.042	AL589765.7	5595
0.042	RNF2	5596
0.042	ODR4	5597
0.042	ZNF281	5598
0.042	TMEM206	5599
0.042	BROX	5600
0.042	LBR	5601
0.042	PSEN2	5602
0.042	TSNAX	5603
0.042	AC017076.1	5604
0.042	GALNT3	5605
0.042	CDCA7	5606
0.042	CHRNA1	5607
0.042	ANKZF1	5608
0.042	DNAJB2	5609
0.042	ZMYND10	5610
0.042	DUBR	5611
0.042	LINC00880	5612
0.042	C4orf50	5613
0.042	SCARB2	5614
0.042	AC019077.1	5615
0.042	ENPP6	5616
0.042	CCDC127	5617
0.042	MRPS36	5618
0.042	FER	5619
0.042	KDM3B	5620
0.042	PDLIM7	5621
0.042	TMEM170B	5622
0.042	TPMT	5623
0.042	ALDH5A1	5624
0.042	C6orf106	5625
0.042	AL365205.1	5626
0.042	NFKBIE	5627
0.042	ZNF451	5628
0.042	RWDD1	5629
0.042	MAP7	5630
0.042	AL356417.1	5631
0.042	AL139393.2	5632
0.042	ICA1	5633
0.042	PTPN12	5634
0.042	KRIT1	5635
0.042	TRRAP	5636
0.042	ZNF789	5637
0.042	HILPDA	5638
0.042	POF1B	5639
0.042	NUP62CL	5640
0.042	ACSL4	5641
0.042	DNAJC5B	5642
0.042	C8orf37	5643
0.042	MAF1	5644
0.042	NOL6	5645
0.042	MYORG	5646
0.042	ZNF883	5647
0.042	WDR31	5648
0.042	KCNQ1	5649
0.042	RAB1B	5650
0.042	SYTL2	5651
0.042	IDI2-AS1	5652
0.042	HACD1	5653
0.042	SLC25A16	5654
0.042	VPS26A	5655
0.042	KIF11	5656
0.042	AL355512.1	5657
0.042	H2AFJ	5658
0.042	MED21	5659
0.042	DIABLO	5660
0.042	ZNF26	5661
0.042	MICU2	5662
0.042	LINC00598	5663
0.042	LIG4	5664
0.042	CMA1	5665
0.042	HECTD1	5666
0.042	GPR135	5667
0.042	HERC2	5668
0.042	SLC24A1	5669
0.042	MAP2K5	5670
0.042	MTHFS	5671
0.042	TLNRD1	5672
0.042	ZNF710	5673
0.042	KIAA0895L	5674
0.042	HAS3	5675
0.042	PMFBP1	5676
0.042	CLDN7	5677
0.042	SDF2	5678
0.042	SYNGR2	5679
0.042	EIF4A3	5680
0.042	RNF138	5681
0.042	STK35	5682
0.042	FERMT1	5683
0.042	PHF20	5684
0.042	SRC	5685
0.042	TAF4	5686
0.042	TCFL5	5687
0.042	MCOLN1	5688
0.042	LYL1	5689
0.042	MVB12A	5690
0.042	ZNF418	5691
0.042	PACSIN2	5692
0.042	U62317.3	5693
0.041	MYCBP	5694
0.041	NFYC	5695
0.041	TRMT13	5696
0.041	AMIGO1	5697
0.041	NOTCH2NL	5698
0.041	LINGO4	5699
0.041	AC096677.1	5700
0.041	HS1BP3	5701
0.041	LINC01936	5702
0.041	CAMKMT	5703
0.041	RHOQ	5704
0.041	CHST10	5705
0.041	TLK1	5706
0.041	AC078883.3	5707
0.041	DNAJC10	5708
0.041	FZD5	5709
0.041	HES6	5710
0.041	QRICH1	5711
0.041	SFMBT1	5712
0.041	CPEB2	5713
0.041	KIAA1211	5714
0.041	PRDM8	5715
0.041	TIFA	5716
0.041	CEP72	5717
0.041	WDR70	5718
0.041	OXCT1	5719
0.041	OCLN	5720
0.041	TMED7	5721
0.041	ZSCAN12	5722
0.041	CENPQ	5723
0.041	TMEM14A	5724
0.041	RARS2	5725
0.041	USP45	5726
0.041	ENPP1	5727
0.041	FAM133B	5728
0.041	AC087071.2	5729
0.041	TBXAS1	5730
0.041	GIMAP1-GIMAP5	5731
0.041	FUNDC1	5732
0.041	ERCC6L	5733
0.041	BEX5	5734
0.041	RTL8B	5735
0.041	HAUS7	5736
0.041	AC100810.1	5737
0.041	AC246817.1	5738
0.041	BIN3	5739
0.041	SMIM18	5740
0.041	FBXO43	5741
0.041	ATP6V1C1	5742
0.041	PHF20L1	5743
0.041	C9orf85	5744
0.041	FBXW5	5745
0.041	CCDC90B	5746
0.041	ASB13	5747
0.041	AC016394.1	5748
0.041	ADK	5749
0.041	BUB3	5750
0.041	PLXNC1	5751
0.041	TPTE2	5752
0.041	AL138820.1	5753
0.041	AL359232.1	5754
0.041	JDP2	5755
0.041	DICER1	5756
0.041	NDUFAF1	5757
0.041	SIN3A	5758
0.041	SOX8	5759
0.041	SNHG9	5760
0.041	DEXI	5761
0.041	RRN3	5762
0.041	NPIPB3	5763
0.041	TNRC6A	5764
0.041	AC135050.1	5765
0.041	SPATA33	5766
0.041	SAT2	5767
0.041	EFCAB5	5768
0.041	AC004223.2	5769
0.041	TEX14	5770
0.041	WBP2	5771
0.041	ZACN	5772
0.041	ATP8B1	5773
0.041	ADNP2	5774
0.041	RBBP9	5775
0.041	TTPAL	5776
0.041	SLC12A5	5777
0.041	NCOA5	5778
0.041	ARFGEF2	5779
0.041	B4GALT5	5780
0.041	PPDPF	5781
0.041	KLF16	5782
0.041	ZNF507	5783
0.041	ZNF181	5784
0.041	ZNF570	5785
0.041	SERTAD3	5786
0.041	IRGQ	5787
0.041	PRR14L	5788
0.04	ZCCHC17	5789
0.04	AL050343.2	5790
0.04	ALG6	5791
0.04	ABCD3	5792
0.04	DCST1-AS1	5793
0.04	TSACC	5794
0.04	USP21	5795
0.04	GPR161	5796
0.04	XPR1	5797
0.04	AL355482.2	5798
0.04	RNASEL	5799
0.04	AL133383.1	5800
0.04	RGS13	5801
0.04	KIF21B	5802
0.04	SLC30A1	5803
0.04	AL392172.1	5804
0.04	AL390728.5	5805
0.04	PREB	5806
0.04	FAM161A	5807
0.04	APEH	5808
0.04	RAD54L2	5809
0.04	AC104435.2	5810
0.04	GRK7	5811
0.04	CP	5812
0.04	PROM1	5813
0.04	TIGD2	5814
0.04	AC004069.1	5815
0.04	PGRMC2	5816
0.04	ARHGAP10	5817
0.04	CBR4	5818
0.04	TRIO	5819
0.04	POC5	5820
0.04	MBLAC2	5821
0.04	CHD1	5822
0.04	ST8SIA4	5823
0.04	PAM	5824
0.04	SFXN1	5825
0.04	ZBTB12	5826
0.04	NUP43	5827
0.04	AFDN	5828
0.04	TBP	5829
0.04	ZNF138	5830
0.04	BCL7B	5831
0.04	AKAP9	5832
0.04	AC003092.1	5833
0.04	COL1A2	5834
0.04	AC004922.1	5835
0.04	CYP3A5	5836
0.04	ZNF800	5837
0.04	CXCR3	5838
0.04	FAM50A	5839
0.04	SGK3	5840
0.04	ZHX1	5841
0.04	TRMT12	5842
0.04	ACO1	5843
0.04	KIF24	5844
0.04	SMC5	5845
0.04	NTRK2	5846
0.04	CDK20	5847
0.04	AP000777.2	5848
0.04	SYVN1	5849
0.04	AP002495.2	5850
0.04	AP001189.5	5851
0.04	MED17	5852
0.04	NECTIN1	5853
0.04	CUL2	5854
0.04	ANXA7	5855
0.04	USP54	5856
0.04	PSTK	5857
0.04	BNIP3	5858
0.04	LRTM2	5859
0.04	CLEC12A	5860
0.04	RBMS2	5861
0.04	R3HDM2	5862
0.04	KDM2B	5863
0.04	ERICH6B	5864
0.04	NEK3	5865
0.04	OR4E2	5866
0.04	SLC7A7	5867
0.04	PYGL	5868
0.04	GOLGA8R	5869
0.04	ADAL	5870
0.04	SPG21	5871
0.04	AC027020.2	5872
0.04	FAM234A	5873
0.04	BRICD5	5874
0.04	CLUAP1	5875
0.04	AC138969.1	5876
0.04	RPGRIP1L	5877
0.04	FTO	5878
0.04	AC027796.3	5879
0.04	TRIM16	5880
0.04	RAI1	5881
0.04	MAP2K3	5882
0.04	ASB16-AS1	5883
0.04	HEATR6	5884
0.04	SMARCD2	5885
0.04	ESCO1	5886
0.04	INO80C	5887
0.04	ELAC1	5888
0.04	SCAND1	5889
0.04	TGIF2-RAB5IF	5890
0.04	NEURL2	5891
0.04	ZNF100	5892
0.04	ZNF829	5893
0.04	LINC01535	5894
0.04	NR1H2	5895
0.04	CLDND2	5896
0.04	ZNF584	5897
0.04	SLC25A17	5898
0.04	SMC1B	5899
0.04	TMEM50B	5900
0.039	SKI	5901
0.039	ARHGEF19	5902
0.039	TMEM39B	5903
0.039	IQCC	5904
0.039	LINC01725	5905
0.039	AHCYL1	5906
0.039	ST7L	5907
0.039	VPS72	5908
0.039	RNASEH1-AS1	5909
0.039	KCNK12	5910
0.039	AP1S3	5911
0.039	CGGBP1	5912
0.039	DCUN1D1	5913
0.039	TMEM184C	5914
0.039	GTF2H2C	5915
0.039	NSD1	5916
0.039	JARID2	5917
0.039	TREML2	5918
0.039	CCZ1B	5919
0.039	DNAJC30	5920
0.039	SLC25A40	5921
0.039	LRCH4	5922
0.039	KRBA1	5923
0.039	JADE3	5924
0.039	NBDY	5925
0.039	ESX1	5926
0.039	TEX28	5927
0.039	DPYSL2	5928
0.039	RAB11FIP1	5929
0.039	CYP7B1	5930
0.039	LRP12	5931
0.039	WASHC5	5932
0.039	AL353764.1	5933
0.039	TOR2A	5934
0.039	CTR9	5935
0.039	TCN1	5936
0.039	PPP1CA	5937
0.039	CWF19L2	5938
0.039	ZNF202	5939
0.039	AP000866.2	5940
0.039	MSANTD2	5941
0.039	IL15RA	5942
0.039	BMI1	5943
0.039	PAPSS2	5944
0.039	HECTD2	5945
0.039	RNF41	5946
0.039	RAB21	5947
0.039	TAOK3	5948
0.039	RSRC2	5949
0.039	CDADC1	5950
0.039	ERCC5	5951
0.039	HIF1A	5952
0.039	AKAP13	5953
0.039	AC093525.4	5954
0.039	ATF7IP2	5955
0.039	COG7	5956
0.039	AC009118.2	5957
0.039	SYCE1L	5958
0.039	ATMIN	5959
0.039	SPATA2L	5960
0.039	EMILIN2	5961
0.039	HAR1A	5962
0.039	KRI1	5963
0.039	YIPF2	5964
0.039	PALM3	5965
0.039	SPECC1L	5966
0.039	CHKB-CPT1B	5967
0.038	ACAP3	5968
0.038	OSCP1	5969
0.038	C1orf52	5970
0.038	PTBP2	5971
0.038	STXBP3	5972
0.038	SRGAP2C	5973
0.038	HCN3	5974
0.038	NUF2	5975
0.038	GORAB	5976
0.038	CACNA1E	5977
0.038	PLA2G4A	5978
0.038	RGS18	5979
0.038	KCTD3	5980
0.038	AL732292.2	5981
0.038	VPS54	5982
0.038	MGAT4A	5983
0.038	LONRF2	5984
0.038	CHN1	5985
0.038	ORC2	5986
0.038	SPAG16	5987
0.038	AC126118.1	5988
0.038	INKA1	5989
0.038	TWF2	5990
0.038	NMNAT3	5991
0.038	AC069213.1	5992
0.038	SLAIN2	5993
0.038	EXOC1	5994
0.038	PYURF	5995
0.038	FASTKD3	5996
0.038	CCNO	5997
0.038	AC104113.1	5998
0.038	MCCC2	5999
0.038	PRRC1	6000
0.038	PFDN1	6001
0.038	ZFP62	6002
0.038	KIAA0319	6003
0.038	TDP2	6004
0.038	UBD	6005
0.038	C6orf226	6006
0.038	KHDC1	6007
0.038	AL031056.1	6008
0.038	EIF2AK1	6009
0.038	KLHL7	6010
0.038	STARD3NL	6011
0.038	H2AFV	6012
0.038	ELK1	6013
0.038	AL354793.1	6014
0.038	RAB9B	6015
0.038	NKAP	6016
0.038	ATP11C	6017
0.038	MCPH1-AS1	6018
0.038	RRM2B	6019
0.038	LRRC24	6020
0.038	GLDC	6021
0.038	SNAPC3	6022
0.038	INIP	6023
0.038	MED22	6024
0.038	UAP1L1	6025
0.038	B3GAT3	6026
0.038	C11orf98	6027
0.038	B4GAT1	6028
0.038	CDK2AP2	6029
0.038	C11orf65	6030
0.038	H2AFX	6031
0.038	AL450384.2	6032
0.038	YME1L1	6033
0.038	STOX1	6034
0.038	MARCH5	6035
0.038	PDLIM1	6036
0.038	AL158163.2	6037
0.038	GPAM	6038
0.038	PDZD8	6039
0.038	LRRC27	6040
0.038	C12orf40	6041
0.038	SPRYD3	6042
0.038	AC025165.2	6043
0.038	BBS10	6044
0.038	SCARB1	6045
0.038	PXMP2	6046
0.038	LINC02341	6047
0.038	POU4F1	6048
0.038	KLC1	6049
0.038	BRF1	6050
0.038	AC015914.1	6051
0.038	PAQR5	6052
0.038	PEX11A	6053
0.038	RAB40C	6054
0.038	CREBBP	6055
0.038	NOMO3	6056
0.038	AC126755.2	6057
0.038	AC093512.2	6058
0.038	CES2	6059
0.038	ELMO3	6060
0.038	PLA2G15	6061
0.038	PDPR	6062
0.038	CDYL2	6063
0.038	RNASEK	6064
0.038	RNF227	6065
0.038	AC130324.2	6066
0.038	APPBP2	6067
0.038	YES1	6068
0.038	RALBP1	6069
0.038	PARD6G-AS1	6070
0.038	SDCBP2-AS1	6071
0.038	LZTS3	6072
0.038	ENTPD6	6073
0.038	RALGAPB	6074
0.038	ARID3A	6075
0.038	RAB11B-AS1	6076
0.038	RAB11B	6077
0.038	COX6B1	6078
0.038	ZNF45	6079
0.038	ZNF766	6080
0.038	MAFIP	6081
0.037	GBP6	6082
0.037	BCL2L15	6083
0.037	PI4KB	6084
0.037	NPL	6085
0.037	CDC42EP3	6086
0.037	ASPRV1	6087
0.037	AC159540.2	6088
0.037	FN1	6089
0.037	SLC23A3	6090
0.037	AC018816.1	6091
0.037	SACM1L	6092
0.037	GLT8D1	6093
0.037	POGLUT1	6094
0.037	ATP11B	6095
0.037	JAKMIP1	6096
0.037	ZNF518B	6097
0.037	SCOC-AS1	6098
0.037	SPEF2	6099
0.037	NSA2	6100
0.037	POLK	6101
0.037	TMEM161B	6102
0.037	FAM50B	6103
0.037	ATF6B	6104
0.037	GNMT	6105
0.037	TRAF3IP2-AS1	6106
0.037	PLAGL1	6107
0.037	UST	6108
0.037	ARMT1	6109
